"Productivity","ProductivityWithDeptCollabs","ProductivityWithoutDeptCollabs","WindowedGroupSize","scale_log_funded_per_faculty_p1","scale_uniform_percentile100","Area","scale_log_unfunded_per_faculty_p1","scale_tt_headcount","CONTROL"
0.674522659305268,0.364694041867955,0.309828617437313,1.99542788129745,-0.73690387206763,0.15118762209155,"Health",0.278924174218649,-0.82307402975165,0
1.34584456424079,0.521832884097035,0.824011680143756,2.49791105121294,-0.524639742670108,-0.689945012311664,"Mathematical Sciences",0.131371720759485,-0.156675101864156,0
1.72390973224307,1.06238576238576,0.661523969857303,5.28249959916627,1.15743859055409,0.0136593379939444,"Physical Sciences",1.42970968703258,-0.96848224485322,0
0.808156028368794,0.210815602836879,0.597340425531915,1.76881121242823,0.4457125297576,-0.660421146987869,"Political Science",2.59647340256349,-0.954659680296726,0
1,0.25,0.75,1.5,0.381582472512515,0.909891314062985,"Psychological Sciences",0.731210102189837,-0.60328539121364,0
2.17857142857143,1.32758597883598,0.85098544973545,5.27210978835979,-0.790703950144321,-0.834036329866794,"Sociology",-0.19881934238649,-0.855188416970464,0
1.05372889896699,0.630807508188461,0.422921390778534,3.60869866465105,0.429214095049702,-1.56260057054274,"Agriculture",-0.634974497199568,-0.2329872656459,0
0.264880952380952,0.202380952380952,0.0625,1.92410714285714,-1.01528458105711,-1.78515374577525,"Architecture, Design, Planning",-0.805962465670515,0.150288914652115,0
2.05366861030126,1.26861030126336,0.785058309037901,4.9859977324263,-0.324063688988721,-0.0764428045769369,"Biological Sciences",-0.822219710860753,-0.235930442548551,0
1.16512345679012,0.899779541446208,0.265343915343915,5.3531746031746,-0.626364215338749,-0.542487018290082,"Chemical Sciences",-0.134211914192261,-0.535605231123294,0
1.53422318422318,0.761399711399711,0.772823472823473,4.21647426647427,-1.03304947429355,-1.54255845635947,"Earth Sciences",-0.743110660030091,-0.124837836386348,0
1.0922619047619,0.381324404761905,0.7109375,2.32700892857143,-0.410932924935934,-1.7449311332153,"Economics",0.0361117515750125,-0.784740960614742,0
2.76556853349306,1.84485374862733,0.920714784865728,6.44754916641709,-0.399628431061902,-0.512610727389447,"Engineering",-0.154565695094298,0.720433994535046,0
1.22677608260133,0.693905070118662,0.532871012482663,3.46059870550162,-0.957017601445474,-1.23080391566976,"Health",-0.72560384144669,1.91118516044161,0
1.37869220151829,0.398800897170462,0.979891304347826,2.10746204278813,-0.967192690527725,-1.26073974190505,"Mathematical Sciences",0.377968727758135,-0.693131422507894,0
1.19301187980433,0.81693371268843,0.376078167115903,4.8216881301787,-0.918426136865093,-1.43864484004973,"Medical Sciences",-0.834377788352288,0.941376121805822,0
1.01892551892552,0.68543956043956,0.333485958485958,4.46507936507937,-0.233422197134887,-1.38972750302843,"Physical Sciences",1.11830030729682,-1.08213103861058,0
0.735873015873016,0.00952380952380952,0.726349206349206,0.724761904761905,-0.00103449427331821,-2.2856396381454,"Political Science",0.196156425009507,-0.900445570750504,0
2.26243961352657,0.823757763975155,1.43868184955141,3.71469979296066,-1.03448715742439,-1.08998008841066,"Psychological Sciences",-0.615855767533545,-0.563188815264138,0
1.06098901098901,0.285989010989011,0.775,1.82921245421245,-0.929538203798479,-2.39972961546583,"Sociology",-0.913676394499076,-0.69918589124101,0
0.626757369614512,0.166666666666667,0.460090702947846,0.959637188208617,-0.792091712423164,-2.23887823654559,"Anthropology",-0.0599240239755125,-1.04731784339516,0
0.772857142857143,0.623968253968254,0.148888888888889,3.92396825396825,-0.879789026063053,-2.31891963943491,"Biological Sciences",0.0249277220633043,-0.860141086629412,0
0.508089133089133,0.329212454212454,0.178876678876679,1.84142246642247,-0.831537497686925,-2.17162358681298,"Chemical Sciences",-0.79678638253441,-0.760930048792878,0
0.499007936507937,0.287698412698413,0.211309523809524,1.52149470899471,-0.911367293738268,-2.24752839371841,"Computational Sciences",-0.13092290417241,-0.651673543053934,0
0.43538961038961,0.0980519480519481,0.337337662337662,1.06298701298701,-0.913279413331544,-2.22697533432019,"Earth Sciences",-0.0224047846270921,-1.01937174500611,0
0,0,0,0,-0.92852197110503,-2.30953991007418,"Geography",-0.641894917198263,-0.961926987206407,0
0.85546398046398,0.47481684981685,0.380647130647131,3.26917989417989,-0.58713551993694,-1.51093733548624,"Health",-0.39399900950418,-0.552926681153605,0
0.439484126984127,0.0496031746031746,0.389880952380952,0.869543650793651,-1.02533805917026,-2.30391631667917,"Mathematical Sciences",0.857956435921099,-1.01316150091966,0
0.742504409171076,0.414462081128748,0.328042328042328,2.05820105820106,-0.967907711539116,-2.40328466598904,"Physical Sciences",-0.564388509949417,-0.578616921648,0
0.353571428571429,0.11547619047619,0.238095238095238,0.741666666666667,-0.883209608377425,-2.38124072586054,"Political Science",0.142094745486759,-0.968758255701507,0
0.864468864468865,0.391437728937729,0.473031135531136,2.73846153846154,-1.00627198675528,-1.12098584658855,"Psychological Sciences",-0.789893330623616,0.398415037154437,0
0.421428571428571,0.216071428571429,0.205357142857143,1.14464285714286,-0.873302515772838,-2.17245155787888,"Sociology",-0.448705392572036,-0.859457959779902,0
0,0,0,0.5,-1.03448715742439,-1.38020840623855,"Health",-0.584552413519027,-0.0738620828433645,1
1.25236111111111,0.822371031746032,0.429990079365079,8.13498263888889,-0.529940927501146,-0.227961509634908,"Biological Sciences",-0.963274587471649,1.47011133561954,1
0.713431938431938,0.46036556036556,0.253066378066378,3.86916786916787,-0.822222697482242,-1.80974631662382,"Health",-0.999854647060915,-0.754401330650708,1
1.26755199987244,0.71924134797063,0.548310651901812,10.1490831758788,0.521683806638908,-0.920548622754732,"Medical Sciences",-0.430559455734065,-0.456092313142417,1
1.5218537414966,1.00128259637188,0.520571145124717,5.24851190476191,-0.616823417311719,-1.864363524261,"Biological Sciences",0.475766569898899,-0.925025938639124,1
1.75969387755102,1.14348072562358,0.616213151927438,4.17959183673469,-0.952525658388079,-2.13571975059209,"Earth Sciences",-0.850168714441659,0.974412332654769,1
